url,property_code,property_type,member_code,agency_code,type_slug,price_baht,price_history,province,district,subdistrict,deed_type,land_size,usable_area,bedrooms,bathrooms,contact_name,agency_name,contact_info,source_url,posted_date,updated_date,is_auction,scraped_at
https://www.taladnudbaan.com/property/residential-land-lot/LED/2049159,LED260426997591,ที่ดินเปล่า,LED,2049159,residential-land-lot,47600,,อุตรดิตถ์,พิชัย,บ้านหม้อ,2444,"0 ไร่, 2 งาน, 38 ตร.ว.",,,,"นายมนตรี มณีจิรวัฒก์,",กรมบังคับคดี,(055)440562-3,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2556&Law_Court_ID=604&deed_no=2444&addrno=-&law_suit_no=%E0%B8%9C%E0%B8%9A.1714,22-พ.ค.-69,11-มิ.ย.-69,TRUE,34:55.7
https://www.taladnudbaan.com/property/residential-land-lot/LED/1981193,LED260210945423,ที่ดินเปล่า,LED,1981193,residential-land-lot,47550,,อุตรดิตถ์,ตรอน,บ้านแก่ง,26567,"0 ไร่, 3 งาน, 17 ตร.ว.",,,,"นายมนตรี มณีจิรวัฒก์,",กรมบังคับคดี,(055)440562-3,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2567&Law_Court_ID=604&deed_no=26567&addrno=-&law_suit_no=%BC%BAE.2311,19-ก.พ.-69,9-เม.ย.-69,TRUE,34:57.1
https://www.taladnudbaan.com/property/residential-land-lot/LED/1940886,LED260102914835,ที่ดินเปล่า,LED,1940886,residential-land-lot,47550,,อุตรดิตถ์,ลับแล,ทุ่งยั้ง,38858,"0 ไร่, 3 งาน, 17 ตร.ว.",,,,"นายมนตรี มณีจิรวัฒก์,",กรมบังคับคดี,(055)440562-3,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2566&Law_Court_ID=604&deed_no=38858&addrno=-&law_suit_no=%BC%BAE.1548,7-ม.ค.-69,2-มิ.ย.-69,TRUE,34:58.6
https://www.taladnudbaan.com/property/residential-land-lot/LED/1978490,LED260206944432,ที่ดินเปล่า,LED,1978490,residential-land-lot,47500,,ลำปาง,แม่ทะ,นาครัว,15003,"0 ไร่, 1 งาน, 25 ตร.ว.",,,,"นายเอนก อินต๊ะวงศ์,",กรมบังคับคดี,"(054)224920,226660",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2558&Law_Court_ID=503&deed_no=15003&addrno=-&law_suit_no=%BC%BA.977,9-ก.พ.-69,22-มิ.ย.-69,TRUE,35:00.0
https://www.taladnudbaan.com/property/residential-land-lot/LED/1936970,LED260109923057,ที่ดินเปล่า,LED,1936970,residential-land-lot,47500,,นครราชสีมา,พิมาย,ชีวาน,64127,"0 ไร่, 1 งาน, 90 ตร.ว.",,,,"นายสังคม โสภากาลณ์,นางสาวภัสรา พินิจงาม",กรมบังคับคดี,(044)481460 - 1,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2562&Law_Court_ID=346&deed_no=64127&addrno=-&law_suit_no=%BC%BA.789,9-ก.พ.-69,11-พ.ค.-69,TRUE,35:01.3
https://www.taladnudbaan.com/property/residential-land-lot/LED/1998347,LED260310967609,ที่ดินเปล่า,LED,1998347,residential-land-lot,47500,,อุบลราชธานี,เหล่าเสือโก้ก,หนองบก,15966,"0 ไร่, 1 งาน, 0 ตร.ว.",,,,"นายอัฐพงศ์ พรมโคตร,นายกิจจา ศรีเสริม",กรมบังคับคดี,(045)311418-20,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2561&Law_Court_ID=313&deed_no=15966&addrno=-&law_suit_no=373,13-มี.ค.-69,12-มิ.ย.-69,TRUE,35:02.6
https://www.taladnudbaan.com/property/residential-land-lot/LED/2002221,LED260315973308,ที่ดินเปล่า,LED,2002221,residential-land-lot,47500,,แพร่,สูงเม่น,หัวฝาย,930,"0 ไร่, 1 งาน, 90 ตร.ว.",,,,"นายธวัชชัย ลือเท่ง,",กรมบังคับคดี,(054)521047-8,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2560&Law_Court_ID=507&deed_no=930&addrno=-&law_suit_no=%BC%BA.343,23-เม.ย.-69,23-เม.ย.-69,TRUE,35:04.0
https://www.taladnudbaan.com/property/residential-land-lot/LED/1980994,LED260206943166,ที่ดินเปล่า,LED,1980994,residential-land-lot,47483,,ปัตตานี,ทุ่งยางแดง,ปากู,2817,"0 ไร่, 1 งาน, 46.10 ตร.ว.",,,,"นางสาวฌัลลิกา ทองไชย,นายภาณุมาศ ดิสสระ",กรมบังคับคดี,(073)335 162-3,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2564&Law_Court_ID=906&deed_no=2817&addrno=-&law_suit_no=%BC%BA.119,9-ก.พ.-69,15-มิ.ย.-69,TRUE,35:05.4
https://www.taladnudbaan.com/property/residential-land-lot/LED/2052685,LED2605081006060,ที่ดินเปล่า,LED,2052685,residential-land-lot,47476,,ยะลา,รามัน,กายูบอเกาะ,46118,"0 ไร่, 3 งาน, 65.20 ตร.ว.",,,,"นายณัฐกร อิ่มอุไร,นายอภิพงศ์ อามีเราะ",กรมบังคับคดี,(073)361256,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2562&Law_Court_ID=905&deed_no=46118&addrno=-&law_suit_no=%BC%BA.1960,22-พ.ค.-69,22-พ.ค.-69,TRUE,35:06.7
https://www.taladnudbaan.com/property/residential-land-lot/LED/1958276,LED260206943884,ที่ดินเปล่า,LED,1958276,residential-land-lot,47450,,พิษณุโลก,นครไทย,บ้านพร้าว,28023,"0 ไร่, 0 งาน, 73 ตร.ว.",,,,"นายศุภกร ลำพระสอน,นายจรูญ แก้วตา",กรมบังคับคดี,(055)252930,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2556&Law_Court_ID=601&deed_no=28023&addrno=-&law_suit_no=%BC%BA.373,9-ก.พ.-69,15-มิ.ย.-69,TRUE,35:08.1
https://www.taladnudbaan.com/property/townhouse/LED/1377306,LED240526632050,ทาวน์เฮ้าส์,LED,1377306,townhouse,47450,"[{""""date"""":""""15 ธ.ค. 2568"""",""""time"""":""""22:05:28"""",""""price"""":47450,""""price_per_unit"""":6779},{""""date"""":""""26 พ.ค. 2567"""",""""time"""":""""22:00:08"""",""""price"""":0,""""price_per_unit"""":0}]",นครพนม,โพนสวรรค์,โพนสวรรค์,2286,"0 ไร่, 0 งาน, 7 ตร.ว.",,,,"นายมังครักษ์ อุทกิจ,นายทองดี นามเสาร์",กรมบังคับคดี,"(042)515461,515463",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2564&Law_Court_ID=408&deed_no=2286&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9&law_suit_no=%BC%BA.827,4-มิ.ย.-67,15-มิ.ย.-69,TRUE,35:09.4
https://www.taladnudbaan.com/property/residential-land-lot/LED/2034980,,,,,,,,,,,,,,,,,,,,,,,35:09.7
https://www.taladnudbaan.com/property/residential-land-lot/LED/2028025,LED260328982312,ที่ดินเปล่า,LED,2028025,residential-land-lot,47400,,ลำปาง,เกาะคา,นาแก้ว,4271,"0 ไร่, 2 งาน, 37 ตร.ว.",,,,"นายเอนก อินต๊ะวงศ์,",กรมบังคับคดี,"(054)224920,226660",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2568&Law_Court_ID=503&deed_no=4271&addrno=-&law_suit_no=%BC%BAE.636,31-มี.ค.-69,22-มิ.ย.-69,TRUE,35:11.1
https://www.taladnudbaan.com/property/single-house/LED/2065913,LED2606061024849,บ้านเดี่ยว,LED,2065913,single-house,47400,,สุรินทร์,รัตนบุรี,ไผ่,8644,"0 ไร่, 0 งาน, 90 ตร.ว.",,,,"นางสาวบังอร พันธ์ขาว,นางสาวธนาวดี สารพล",กรมบังคับคดี,(044)599056,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2561&Law_Court_ID=319&deed_no=8644&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9&law_suit_no=%BC%BA.7071,8-มิ.ย.-69,8-มิ.ย.-69,TRUE,35:12.4
https://www.taladnudbaan.com/property/residential-land-lot/LED/1904271,LED260410993164,ที่ดินเปล่า,LED,1904271,residential-land-lot,47300,,ปัตตานี,ปะนาเระ,คอกกระบือ,7399,"1 ไร่, 0 งาน, 30 ตร.ว.",,,,"นายภาณุมาศ ดิสสระ,นางสาวฌัลลิกา ทองไชย",กรมบังคับคดี,(073)335 162-3,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2564&Law_Court_ID=908&deed_no=7399&addrno=-&law_suit_no=%C1.75,23-เม.ย.-69,25-มิ.ย.-69,TRUE,35:13.8
https://www.taladnudbaan.com/property/residential-land-lot/LED/1942782,LED260103918552,ที่ดินเปล่า,LED,1942782,residential-land-lot,47250,,มหาสารคาม,กันทรวิชัย,ขามเฒ่าพัฒนา,3570,"0 ไร่, 0 งาน, 45 ตร.ว.",,,,"นายนนทวัช นนทะวงษ์,",กรมบังคับคดี,"(043)723724,743197",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2554&Law_Court_ID=406&deed_no=3570&addrno=-&law_suit_no=%BC%BA.1632,7-ม.ค.-69,2-มิ.ย.-69,TRUE,35:15.1
https://www.taladnudbaan.com/property/residential-land-lot/LED/2054451,LED260427999965,ที่ดินเปล่า,LED,2054451,residential-land-lot,47250,,สงขลา,สะบ้าย้อย,จะแหน,30320,"0 ไร่, 3 งาน, 15 ตร.ว.",,,,"นางสาวปิยะดา สุคนธรส,นายนิติธร ละอองมณี",กรมบังคับคดี,(074)373017,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2565&Law_Court_ID=339&deed_no=30320&addrno=-&law_suit_no=%BC%BA.915,22-พ.ค.-69,22-พ.ค.-69,TRUE,35:16.4
https://www.taladnudbaan.com/property/residential-land-lot/LED/2070172,LED2605231020230,ที่ดินเปล่า,LED,2070172,residential-land-lot,47250,,ลำปาง,แม่พริก,แม่ปุ,18130,"0 ไร่, 1 งาน, 89 ตร.ว.",,,,"นายชัยรัตน์ จันทร์ผง,",กรมบังคับคดี,"(054)224920,226660",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2566&Law_Court_ID=503&deed_no=18130&addrno=-&law_suit_no=%BC%BAE.879,28-พ.ค.-69,2-มิ.ย.-69,TRUE,35:17.8
https://www.taladnudbaan.com/property/residential-land-lot/LED/2066406,LED2605231020249,ที่ดินเปล่า,LED,2066406,residential-land-lot,47250,,ลำปาง,เมืองลำปาง,บ้านเป้า,116897,"0 ไร่, 1 งาน, 5 ตร.ว.",,,,"นายชัยรัตน์ จันทร์ผง,",กรมบังคับคดี,"(054)224920,226660",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2559&Law_Court_ID=510&deed_no=116897&addrno=-&law_suit_no=%BC%BA.7142,28-พ.ค.-69,2-มิ.ย.-69,TRUE,35:19.3
https://www.taladnudbaan.com/property/residential-land-lot/LED/1934202,LED251223913011,ที่ดินเปล่า,LED,1934202,residential-land-lot,47250,,สงขลา,สะบ้าย้อย,จะแหน,30320,"0 ไร่, 3 งาน, 15 ตร.ว.",,,,"นางสาวปิยะดา สุคนธรส,นายนิติธร ละอองมณี",กรมบังคับคดี,(074)373017,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2565&Law_Court_ID=339&deed_no=30320&addrno=-&law_suit_no=%BC%BA.915,7-ม.ค.-69,8-เม.ย.-69,TRUE,35:20.6
https://www.taladnudbaan.com/property/residential-land-lot/LED/2025100,LED260427998786,ที่ดินเปล่า,LED,2025100,residential-land-lot,47250,,เชียงราย,เมืองเชียงราย,ดอยลาน,93973,"0 ไร่, 1 งาน, 35 ตร.ว.",,,,"นายกชกมล แสนศักดิ์หาญ,นายกฤษดา ทาจินา",กรมบังคับคดี,(053)716080-1,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2546&Law_Court_ID=016&deed_no=93973&addrno=-&law_suit_no=2851,22-พ.ค.-69,22-พ.ค.-69,TRUE,35:22.0
https://www.taladnudbaan.com/property/residential-land-lot/LED/2090185,LED2606131029774,ที่ดินเปล่า,LED,2090185,residential-land-lot,47250,,เชียงราย,เมืองเชียงราย,ดอยลาน,93974,"0 ไร่, 1 งาน, 35 ตร.ว.",,,,"นายกชกมล แสนศักดิ์หาญ,นายกฤษดา ทาจินา",กรมบังคับคดี,(053)716080-1,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2546&Law_Court_ID=122&deed_no=93974&addrno=-&law_suit_no=%E0%B8%AD.02391,17-มิ.ย.-69,18-มิ.ย.-69,TRUE,35:23.4
https://www.taladnudbaan.com/property/residential-land-lot/LED/2013169,LED260328980633,ที่ดินเปล่า,LED,2013169,residential-land-lot,47250,,เชียงราย,แม่จัน,แม่จัน,49893,"0 ไร่, 0 งาน, 54 ตร.ว.",,,,"นายกชกมล แสนศักดิ์หาญ,นายกฤษดา ทาจินา",กรมบังคับคดี,(053)716080-1,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2561&Law_Court_ID=502&deed_no=49893&addrno=-&law_suit_no=%BC%BA.5120,22-พ.ค.-69,22-พ.ค.-69,TRUE,35:24.8
https://www.taladnudbaan.com/property/residential-land-lot/LED/2026422,,,,,,,,,,,,,,,,,,,,,,,35:25.1
https://www.taladnudbaan.com/property/residential-land-lot/LED/1913156,LED251216907717,ที่ดินเปล่า,LED,1913156,residential-land-lot,47250,,อุบลราชธานี,เมืองอุบลราชธานี,ไร่น้อย,133225,"0 ไร่, 0 งาน, 70 ตร.ว.",,,,"นายอัฐพงศ์ พรมโคตร,นายกิจจา ศรีเสริม",กรมบังคับคดี,(045)311418-20,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2563&Law_Court_ID=320&deed_no=133225&addrno=-&law_suit_no=%BC%BA.4013,7-ม.ค.-69,6-มิ.ย.-69,TRUE,35:26.5
https://www.taladnudbaan.com/property/residential-land-lot/LED/2032777,LED260402987474,ที่ดินเปล่า,LED,2032777,residential-land-lot,47200,,สงขลา,นาทวี,ปลักหนู,28470,"0 ไร่, 2 งาน, 36 ตร.ว.",,,,"นางสาวปิยะดา สุคนธรส,นายนิติธร ละอองมณี",กรมบังคับคดี,(074)373017,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2561&Law_Court_ID=339&deed_no=28470&addrno=-&law_suit_no=1936,23-เม.ย.-69,19-มิ.ย.-69,TRUE,35:28.0
https://www.taladnudbaan.com/property/residential-land-lot/LED/1928554,LED251203897641,ที่ดินเปล่า,LED,1928554,residential-land-lot,47200,,สกลนคร,วานรนิวาส,ศรีวิชัย,17121,"1 ไร่, 0 งาน, 72 ตร.ว.",,,,"นายวัชพล บุญสะอาด,นางสาวฤทัยรัตน์ ผิวผ่อง",กรมบังคับคดี,(042)722147-9,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2560&Law_Court_ID=413&deed_no=17121&addrno=-&law_suit_no=%BC%BA.2824,7-ม.ค.-69,4-มิ.ย.-69,TRUE,35:29.3
https://www.taladnudbaan.com/property/residential-land-lot/LED/2029911,LED260427999341,ที่ดินเปล่า,LED,2029911,residential-land-lot,47200,,เพชรบูรณ์,หล่มเก่า,ศิลา,12273,"1 ไร่, 0 งาน, 72 ตร.ว.",,,,"นางสาวเสาวลักษณ์ จันทร์ส่งสิงห์,นางสาวพัชราภรณ์ อุดมสิริยศ",กรมบังคับคดี,"(056)704416,701571",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2568&Law_Court_ID=614&deed_no=12273&addrno=-&law_suit_no=%BC%BAE.406,22-พ.ค.-69,22-พ.ค.-69,TRUE,35:30.7
https://www.taladnudbaan.com/property/residential-land-lot/LED/2006610,LED260226958698,ที่ดินเปล่า,LED,2006610,residential-land-lot,47200,,ลำปาง,แม่ทะ,สันดอนแก้ว,64099,"1 ไร่, 0 งาน, 72 ตร.ว.",,,,"นายเอนก อินต๊ะวงศ์,",กรมบังคับคดี,"(054)224920,226660",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2568&Law_Court_ID=510&deed_no=64099&addrno=-&law_suit_no=%BC%BAE.3209,13-มี.ค.-69,15-มิ.ย.-69,TRUE,35:32.0
https://www.taladnudbaan.com/property/residential-land-lot/LED/1997466,LED260227961210,ที่ดินเปล่า,LED,1997466,residential-land-lot,47125,,พิจิตร,ตะพานหิน,วังหลุม,23051,"0 ไร่, 3 งาน, 77 ตร.ว.",,,,"นางสาวชนกนาถ ศรีประภา,นายนิวัฒน์ วรรณประเสริฐ",กรมบังคับคดี,"(056) 613107,613108",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2563&Law_Court_ID=605&deed_no=23051&addrno=-&law_suit_no=%E0%B8%9C%E0%B8%9A.3057,13-มี.ค.-69,11-มิ.ย.-69,TRUE,35:33.4
https://www.taladnudbaan.com/property/residential-land-lot/LED/2025259,LED260401985654,ที่ดินเปล่า,LED,2025259,residential-land-lot,47100,,อุตรดิตถ์,น้ำปาด,เด่นเหล็ก,13388,"0 ไร่, 1 งาน, 57 ตร.ว.",,,,"นายมนตรี มณีจิรวัฒก์,",กรมบังคับคดี,(055)440562-3,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2567&Law_Court_ID=604&deed_no=13388&addrno=-&law_suit_no=%BC%BAE.3538,23-เม.ย.-69,23-เม.ย.-69,TRUE,35:35.0
https://www.taladnudbaan.com/property/residential-land-lot/LED/1903883,LED251123889987,ที่ดินเปล่า,LED,1903883,residential-land-lot,47090,,นครสวรรค์,ท่าตะโก,สายลำโพง,32569,"1 ไร่, 1 งาน, 54 ตร.ว.",,,,"นายไกรสร ลุงกุย,นายศักดา ศาสตรานนท์",กรมบังคับคดี,(056)882266 - 7,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2558&Law_Court_ID=602&deed_no=32569&addrno=-&law_suit_no=%BC%BA.1357,7-ม.ค.-69,6-มิ.ย.-69,TRUE,35:36.4
https://www.taladnudbaan.com/property/residential-land-lot/LED/1929675,LED260112925455,ที่ดินเปล่า,LED,1929675,residential-land-lot,47080,,ปัตตานี,มายอ,กระหวะ,14128,"0 ไร่, 2 งาน, 14 ตร.ว.",,,,"นางสาวฌัลลิกา ทองไชย,นายภาณุมาศ ดิสสระ",กรมบังคับคดี,(073)335 162-3,http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2560&Law_Court_ID=906&deed_no=14128&addrno=-&law_suit_no=%BC%BA.3670,9-ก.พ.-69,12-มิ.ย.-69,TRUE,35:37.8
https://www.taladnudbaan.com/property/residential-land-lot/LED/2024609,,,,,,,,,,,,,,,,,,,,,,,35:38.1
https://www.taladnudbaan.com/property/condominium/GHB/1101102581,GHB200625141877,คอนโด,GHB,1101102581,condominium,47000,"[{""""date"""":""""13 ก.ย. 2566"""",""""time"""":""""14:00:10"""",""""price"""":47000,""""price_per_unit"""":2410},{""""date"""":""""12 มี.ค. 2564"""",""""time"""":""""15:28:30"""",""""price"""":46000,""""price_per_unit"""":2359},{""""date"""":""""01 ธ.ค. 2563"""",""""time"""":""""10:31:26"""",""""price"""":60000,""""price_per_unit"""":3077},{""""date"""":""""25 มิ.ย. 2563"""",""""time"""":""""13:56:14"""",""""price"""":0,""""price_per_unit"""":0}]",สมุทรปราการ,เมืองสมุทรปราการ,สำโรงเหนือ,,,,,,ฝ่ายบริหาร NPA,ธนาคารอาคารสงเคราะห์,โทร 0-2645-9000 กด 5 วันและเวลาทำการ,https://www.ghbhomecenter.com/npa-1101102581,25-มิ.ย.-63,21-พ.ค.-67,FALSE,35:39.6
https://www.taladnudbaan.com/property/residential-land-lot/LED/1949950,LED2604271000522,ที่ดินเปล่า,LED,1949950,residential-land-lot,47000,,สงขลา,บางกล่ำ,ท่าช้าง,15977,"0 ไร่, 0 งาน, 47 ตร.ว.",,,,"นางปุญญธิดา สนธิคุณ,นายภานุวัฒน์ ปานประดิษฐ์",กรมบังคับคดี,"(074)311292,314904",http://asset.led.go.th/newbidreg/asset_open_reg.asp?law_suit_year=2560&Law_Court_ID=908&deed_no=15977&addrno=-&law_suit_no=%BC%BA.3105,22-พ.ค.-69,22-พ.ค.-69,TRUE,35:40.9
